transaction_id,customer_id,account_id,card_id,device_id,merchant_id,beneficiary_id,amount,currency,location,timestamp,payment_method,is_fraud,attack_id
TX94BD11CE11,C0264,A0264,CARD0264,D00396,M0129,,237.18,INR,Mumbai,2026-07-07T13:57:34,upi,False,
TX24A6B90DEF,C0273,A0273,CARD0273,D00409,M0058,,1518.7,INR,Hyderabad,2026-07-07T13:57:53,netbanking,False,
TX40BF442E54,C0227,A0227,CARD0227,D00343,M0012,,1601.02,INR,Hyderabad,2026-07-07T14:08:53,card,False,
TXBA60A7DD91,C0113,A0113,CARD0113,D00168,M0093,,3090.56,INR,Bangalore,2026-07-07T14:19:42,upi,False,
TX8C2C88FA63,C0069,A0069,CARD0069,D00098,M0112,,507.29,INR,Kolkata,2026-07-07T14:26:53,upi,False,
TX8F85FEC8AD,C0155,A0155,CARD0155,D00235,M0032,,1449.32,INR,Chennai,2026-07-07T14:30:18,card,False,
TX31DC343B0A,C0208,A0208,CARD0208,D00312,M0002,,1380.13,INR,Kolkata,2026-07-07T14:33:56,card,False,
TX4008F27358,C0036,A0036,CARD0036,D00054,M0135,B0085,410.13,INR,Mumbai,2026-07-07T14:44:14,card,False,
TXE4FAA1BB1B,C0227,A0227,CARD0227,D00341,M0012,,1991.87,INR,Hyderabad,2026-07-07T14:51:46,wallet,False,
TX42F8666B38,C0116,A0116,CARD0116,D00173,M0051,,431.6,INR,Bangalore,2026-07-07T15:01:03,netbanking,False,
TX93C881D529,C0053,A0053,CARD0053,D00077,M0117,,3620.79,INR,Mumbai,2026-07-07T15:06:46,wallet,False,
TXEB94E55939,C0283,A0283,CARD0283,D00423,M0133,,642.43,INR,Kolkata,2026-07-07T15:17:05,card,False,
TXD0CEC3AA7A,C0051,A0051,CARD0051,D00074,M0139,,323.92,INR,Hyderabad,2026-07-07T15:45:34,upi,False,
TX2AE2475F50,C0149,A0149,CARD0149,D00227,M0058,,1564.43,INR,Kolkata,2026-07-07T15:48:28,card,False,
TXB842ED35B7,C0227,A0227,CARD0227,D00342,M0146,,1728.4,INR,Hyderabad,2026-07-07T15:56:02,wallet,False,
TXEC41B65F42,C0041,A0041,CARD0041,D00059,M0150,B0189,3214.95,INR,Hyderabad,2026-07-07T15:58:36,card,False,
TXD5F4FC544A,C0243,A0243,CARD0243,D00366,M0015,,3963.99,INR,Hyderabad,2026-07-07T15:59:34,card,False,
TXC6B1A9FD59,C0010,A0010,CARD0010,D00017,M0079,,181.89,INR,Hyderabad,2026-07-07T16:09:10,card,False,
TXC0A5602D9D,C0182,A0182,CARD0182,D00273,M0029,,1672.35,INR,Pune,2026-07-07T17:35:26,upi,False,
TXF117035F87,C0275,A0275,CARD0275,D00411,M0034,,528.29,INR,Ahmedabad,2026-07-07T18:07:38,upi,False,
TXC23A14A30E,C0146,A0146,CARD0146,D00224,M0143,,268.44,INR,Hyderabad,2026-07-07T18:09:38,upi,False,
TX9DB36EF3CF,C0230,A0230,CARD0230,D00347,M0020,,203.98,INR,Kolkata,2026-07-07T18:10:11,upi,False,
TX2772D9C0B4,C0060,A0060,CARD0060,D00086,M0140,,1771.71,INR,Mumbai,2026-07-07T18:15:14,netbanking,False,
TX4B64A0607F,C0059,A0059,CARD0059,D00085,M0145,,634.21,INR,Ahmedabad,2026-07-07T18:16:29,card,False,
TXDC5355C8D8,C0032,A0032,CARD0032,D00048,M0053,,567.89,INR,Pune,2026-07-07T18:28:25,upi,False,
TX32DBD42D6A,C0230,A0230,CARD0230,D00347,M0069,,929.26,INR,Kolkata,2026-07-07T18:37:51,upi,False,
TX2BA11DD24B,C0184,A0184,CARD0184,D00275,M0085,,14307.48,INR,Hyderabad,2026-07-07T18:45:15,upi,False,
TXE53DE33598,C0030,A0030,CARD0030,D00045,M0123,,829.82,INR,Kolkata,2026-07-07T19:00:35,card,False,
TX3BD069ABF0,C0299,A0299,CARD0299,D00447,M0017,,556.27,INR,Pune,2026-07-07T19:03:52,upi,False,
TX6F82F479BB,C0186,A0186,CARD0186,D00279,M0057,B0118,1025.9,INR,Kolkata,2026-07-07T19:06:25,card,False,
TX1B2BBB5BE6,C0204,A0204,CARD0204,D00304,M0111,,501.21,INR,Chennai,2026-07-07T19:07:52,card,False,
TXD20E3A3769,C0048,A0048,CARD0048,D00069,M0113,,479.63,INR,Bangalore,2026-07-07T19:09:46,card,False,
TX9E31F8913A,C0281,A0281,CARD0281,D00419,M0109,,574.81,INR,Bangalore,2026-07-07T19:12:48,upi,False,
TXF033F8AE92,C0173,A0173,CARD0173,D00259,M0106,B0073,1593.18,INR,Ahmedabad,2026-07-07T19:13:20,card,False,
TX273513858E,C0030,A0030,CARD0030,D00046,M0005,B0036,951.89,INR,Kolkata,2026-07-07T19:13:38,upi,False,
TX200BBB5C0D,C0115,A0115,CARD0115,D00171,M0068,,3767.26,INR,Mumbai,2026-07-07T19:30:47,upi,False,
TXF2B49F6A7E,C0024,A0024,CARD0024,D00036,M0086,,6998.07,INR,Hyderabad,2026-07-07T19:37:19,card,False,
TX164DB81A1F,C0037,A0037,CARD0037,D00055,M0120,B0083,334.7,INR,Kolkata,2026-07-07T19:37:20,wallet,False,
TX218348D6BA,C0261,A0261,CARD0261,D00392,M0069,,522.27,INR,Mumbai,2026-07-07T19:38:26,upi,False,
TX65A07CD0EB,C0002,A0002,CARD0002,D00002,M0119,,293.79,INR,Delhi,2026-07-07T19:44:30,card,False,
TX4162D8E9C8,C0236,A0236,CARD0236,D00353,M0093,,1968.72,INR,Chennai,2026-07-07T19:52:44,card,False,
TXDCE02D7822,C0086,A0086,CARD0086,D00124,M0049,,727.61,INR,Pune,2026-07-07T19:57:54,card,False,
TXA4B97335BB,C0123,A0123,CARD0123,D00186,M0085,,2742.41,INR,Bangalore,2026-07-07T20:03:16,upi,False,
TX7F8A9B27FE,C0236,A0236,CARD0236,D00353,M0144,B0137,1682.7,INR,Chennai,2026-07-07T20:08:15,card,False,
TX8CE2EA091D,C0150,A0150,CARD0150,D00229,M0091,B0148,1813.92,INR,Hyderabad,2026-07-07T20:12:12,card,False,
TX2E1EFC0298,C0291,A0291,CARD0291,D00437,M0101,,679.57,INR,Pune,2026-07-07T20:17:38,upi,False,
TX86C1AD9E8F,C0048,A0048,CARD0048,D00070,M0020,,196.56,INR,Bangalore,2026-07-07T20:24:44,upi,False,
TXA79D119E81,C0063,A0063,CARD0063,D00089,M0060,,375.15,INR,Delhi,2026-07-07T20:42:48,card,False,
TX11D04A372D,C0192,A0192,CARD0192,D00287,M0020,,1963.82,INR,Ahmedabad,2026-07-07T20:49:29,card,False,
TX0D3A19E8DE,C0209,A0209,CARD0209,D00314,M0050,,202.79,INR,Mumbai,2026-07-07T20:56:33,card,False,
TX9BDEFC64DA,C0124,A0124,CARD0124,D00188,M0106,,359.0,INR,Bangalore,2026-07-07T20:57:19,card,False,
TX6B678CFB15,C0236,A0236,CARD0236,D00353,M0105,,397.55,INR,Chennai,2026-07-07T21:00:16,wallet,False,
TX74DA346403,C0168,A0168,CARD0168,D00252,M0102,,1150.96,INR,Chennai,2026-07-07T21:00:32,card,False,
TX9A24F81940,C0070,A0070,CARD0070,D00100,M0146,,1058.15,INR,Ahmedabad,2026-07-07T21:01:28,card,False,
TXD948F2A5E3,C0094,A0094,CARD0094,D00138,M0022,B0163,1533.74,INR,Chennai,2026-07-07T21:01:40,upi,False,
TXC7E63BCEBD,C0179,A0179,CARD0179,D00269,M0150,,887.62,INR,Chennai,2026-07-07T21:06:35,wallet,False,
TX16F3A5DF65,C0086,A0086,CARD0086,D00124,M0086,,148.37,INR,Pune,2026-07-07T21:10:04,card,False,
TX7B62CFEEEA,C0043,A0043,CARD0043,D00063,M0042,,267.95,INR,Ahmedabad,2026-07-07T21:11:15,netbanking,False,
TX9D1B61BC45,C0154,A0154,CARD0154,D00234,M0014,,1407.14,INR,Bangalore,2026-07-07T21:12:23,wallet,False,
TXD125C69CCB,C0252,A0252,CARD0252,D00379,M0076,,308.02,INR,Mumbai,2026-07-07T21:12:52,netbanking,False,
TX63200B4064,C0202,A0202,CARD0202,D00301,M0044,,222.32,INR,Mumbai,2026-07-07T21:13:16,upi,False,
TXD1804DFCD4,C0089,A0089,CARD0089,D00131,M0120,,1485.49,INR,Mumbai,2026-07-07T21:13:32,card,False,
TX0A4C529578,C0257,A0257,CARD0257,D00385,M0043,,1837.56,INR,Delhi,2026-07-07T21:17:30,upi,False,
TX1C6B4ED1A8,C0207,A0207,CARD0207,D00311,M0072,,590.27,INR,Hyderabad,2026-07-07T21:19:27,card,False,
TXCA0C5D5B20,C0224,A0224,CARD0224,D00337,M0007,,583.54,INR,Kolkata,2026-07-07T21:24:19,card,False,
TX1512CC662D,C0157,A0157,CARD0157,D00239,M0116,,737.63,INR,Delhi,2026-07-07T21:24:21,card,False,
TX2857B32E3B,C0194,A0194,CARD0194,D00290,M0079,,4175.12,INR,Delhi,2026-07-07T21:29:15,upi,False,
TX3DE837EB8A,C0125,A0125,CARD0125,D00189,M0123,B0159,6727.93,INR,Bangalore,2026-07-07T21:30:56,upi,False,
TX8D054FA6B3,C0084,A0084,CARD0084,D00121,M0113,,436.88,INR,Ahmedabad,2026-07-07T21:35:00,upi,False,
TXDDCAD0FFAC,C0065,A0065,CARD0065,D00093,M0024,,415.81,INR,Hyderabad,2026-07-07T21:35:42,card,False,
TXF433B561F6,C0224,A0224,CARD0224,D00337,M0013,B0062,1060.8,INR,Kolkata,2026-07-07T21:41:25,upi,False,
TX29AAD960FF,C0014,A0014,CARD0014,D00022,M0131,,986.57,INR,Ahmedabad,2026-07-07T21:42:56,card,False,
TXDB2EF0FF78,C0177,A0177,CARD0177,D00265,M0141,,1000.4,INR,Kolkata,2026-07-07T21:43:41,card,False,
TXB81C1D95DD,C0295,A0295,CARD0295,D00441,M0066,,1538.77,INR,Hyderabad,2026-07-07T21:43:57,upi,False,
TX6857F70D77,C0043,A0043,CARD0043,D00063,M0077,,482.11,INR,Ahmedabad,2026-07-07T21:53:08,card,False,
TXFBE3F10E12,C0236,A0236,CARD0236,D00353,M0105,,556.97,INR,Chennai,2026-07-07T21:57:48,upi,False,
TXB3168D3427,C0173,A0173,CARD0173,D00259,M0106,,1527.93,INR,Ahmedabad,2026-07-07T21:58:11,wallet,False,
TX3B04928359,C0070,A0070,CARD0070,D00100,M0038,,572.47,INR,Ahmedabad,2026-07-07T21:59:55,card,False,
TXD50DC1BCE5,C0065,A0065,CARD0065,D00093,M0062,,372.58,INR,Hyderabad,2026-07-07T22:00:02,wallet,False,
TXC4E8BFB077,C0046,A0046,CARD0046,D00066,M0141,,844.56,INR,Hyderabad,2026-07-07T22:00:26,card,False,
TXA46D851DBC,C0040,A0040,CARD0040,D00058,M0007,,254.09,INR,Mumbai,2026-07-07T22:01:51,upi,False,
TX4AF21DF367,C0120,A0120,CARD0120,D00182,M0079,,386.32,INR,Delhi,2026-07-07T22:02:52,card,False,
TX9499CD8F09,C0224,A0224,CARD0224,D00337,M0130,,798.03,INR,Kolkata,2026-07-07T22:03:40,wallet,False,
TX01BC4B0EBD,C0115,A0115,CARD0115,D00172,M0031,,701.55,INR,Mumbai,2026-07-07T22:04:19,upi,False,
TX455910919B,C0065,A0065,CARD0065,D00093,M0062,,1085.61,INR,Hyderabad,2026-07-07T22:07:29,card,False,
TX5FB1F8B405,C0104,A0104,CARD0104,D00156,M0066,,1211.74,INR,Pune,2026-07-07T22:07:39,upi,False,
TX6E53580132,C0045,A0045,CARD0045,D00065,M0064,,2383.98,INR,Bangalore,2026-07-07T22:08:13,card,False,
TX416BC6B12E,C0055,A0055,CARD0055,D00080,M0036,,876.09,INR,Bangalore,2026-07-07T22:08:45,wallet,False,
TX7BF6EE1ACA,C0300,A0300,CARD0300,D00448,M0017,,5062.7,INR,Delhi,2026-07-07T22:09:28,card,False,
TXE57E0EC31C,C0010,A0010,CARD0010,D00018,M0072,B0043,549.72,INR,Hyderabad,2026-07-07T22:12:12,upi,False,
TX2C7A5193F3,C0014,A0014,CARD0014,D00022,M0048,,1112.44,INR,Ahmedabad,2026-07-07T22:12:54,card,False,
TX1752CFB6C3,C0194,A0194,CARD0194,D00291,M0085,,2774.37,INR,Delhi,2026-07-07T22:14:21,upi,False,
TXC201E86EB8,C0094,A0094,CARD0094,D00139,M0071,,1375.03,INR,Chennai,2026-07-07T22:16:43,card,False,
TX4E4D3D94AD,C0154,A0154,CARD0154,D00234,M0045,,2624.69,INR,Bangalore,2026-07-07T22:17:05,wallet,False,
TX85029B3B95,C0155,A0155,CARD0155,D00235,M0009,,2222.0,INR,Chennai,2026-07-07T22:17:47,upi,False,
TXDCA5B43BBB,C0128,A0128,CARD0128,D00193,M0091,,557.06,INR,Mumbai,2026-07-07T22:19:41,netbanking,False,
TX4454952ACF,C0093,A0093,CARD0093,D00137,M0110,,1907.9,INR,Mumbai,2026-07-07T22:22:47,card,False,
TX1BD93370FB,C0242,A0242,CARD0242,D00364,M0093,,546.85,INR,Ahmedabad,2026-07-07T22:23:14,card,False,
TX7781C66CCC,C0262,A0262,CARD0262,D00394,M0118,,1142.81,INR,Chennai,2026-07-07T22:29:57,upi,False,
TX0602B71099,C0253,A0253,CARD0253,D00380,M0135,,533.99,INR,Ahmedabad,2026-07-07T22:36:59,card,False,
TXA14CCE1236,C0240,A0240,CARD0240,D00361,M0003,,941.33,INR,Mumbai,2026-07-07T22:37:12,card,False,
TX0FBCFFA025,C0254,A0254,CARD0254,D00381,M0034,,341.03,INR,Pune,2026-07-07T22:37:39,upi,False,
TX3F852D920A,C0232,A0232,CARD0232,D00349,M0049,,457.53,INR,Ahmedabad,2026-07-07T22:42:49,upi,False,
TX6F3CF09A63,C0118,A0118,CARD0118,D00177,M0047,,1324.98,INR,Hyderabad,2026-07-07T22:45:34,upi,False,
TX1BAE77AF70,C0281,A0281,CARD0281,D00420,M0102,,218.98,INR,Bangalore,2026-07-07T22:46:36,upi,False,
TX25685227E8,C0262,A0262,CARD0262,D00394,M0032,,1426.84,INR,Delhi,2026-07-07T22:47:08,upi,False,
TX0465B35BA4,C0224,A0224,CARD0224,D00337,M0007,,321.81,INR,Hyderabad,2026-07-07T22:47:24,card,False,
TX3254797C8E,C0217,A0217,CARD0217,D00327,M0135,,561.39,INR,Ahmedabad,2026-07-07T22:48:01,card,False,
TX568AC30120,C0207,A0207,CARD0207,D00310,M0095,,1720.44,INR,Hyderabad,2026-07-07T22:50:20,upi,False,
TX5AD80565F1,C0068,A0068,CARD0068,D00097,M0058,,498.99,INR,Delhi,2026-07-07T22:50:29,upi,False,
TX1BE7C10910,C0071,A0071,CARD0071,D00101,M0010,,291.74,INR,Mumbai,2026-07-07T22:53:42,card,False,
TX04D08A9168,C0112,A0112,CARD0112,D00166,M0028,,1264.41,INR,Bangalore,2026-07-07T22:56:05,upi,False,
TX9A99B6D20B,C0184,A0184,CARD0184,D00275,M0016,,13755.9,INR,Hyderabad,2026-07-07T22:57:00,card,False,
TXC1F8D09500,C0179,A0179,CARD0179,D00269,M0048,,1549.6,INR,Chennai,2026-07-07T22:59:40,card,False,
TX413F579BE9,C0084,A0084,CARD0084,D00121,M0017,,341.25,INR,Ahmedabad,2026-07-07T23:00:59,netbanking,False,
TX0E7EDB825E,C0045,A0045,CARD0045,D00065,M0048,,1783.85,INR,Bangalore,2026-07-07T23:01:26,card,False,
TXD653A23CC2,C0157,A0157,CARD0157,D00239,M0116,B0008,565.64,INR,Delhi,2026-07-07T23:01:59,upi,False,
TXF0A9435C7C,C0126,A0126,CARD0126,D00191,M0071,B0188,423.78,INR,Kolkata,2026-07-07T23:02:57,netbanking,False,
TX195D3F9630,C0071,A0071,CARD0071,D00101,M0086,B0066,268.58,INR,Pune,2026-07-07T23:03:25,card,False,
TXFF6EEEA186,C0014,A0014,CARD0014,D00022,M0056,,693.2,INR,Ahmedabad,2026-07-07T23:03:31,card,False,
TX1A7CD86113,C0225,A0225,CARD0225,D00338,M0114,,514.69,INR,Chennai,2026-07-07T23:04:53,upi,False,
TXA4DB76ABED,C0139,A0139,CARD0139,D00211,M0019,,464.43,INR,Kolkata,2026-07-07T23:05:55,card,False,
TX688F33AD87,C0055,A0055,CARD0055,D00080,M0039,,749.22,INR,Bangalore,2026-07-07T23:14:52,upi,False,
TX56E4A798D7,C0197,A0197,CARD0197,D00294,M0115,,752.04,INR,Pune,2026-07-07T23:15:38,upi,False,
TX7EAA4BD61B,C0207,A0207,CARD0207,D00310,M0055,,2184.67,INR,Hyderabad,2026-07-07T23:16:03,card,False,
TXAB4EAC3495,C0224,A0224,CARD0224,D00337,M0007,,493.62,INR,Kolkata,2026-07-07T23:20:37,upi,False,
TX65BE83A2B1,C0104,A0104,CARD0104,D00156,M0115,,1991.86,INR,Pune,2026-07-07T23:25:40,card,False,
TX1B7A4CD827,C0290,A0290,CARD0290,D00435,M0086,,1299.31,INR,Kolkata,2026-07-07T23:27:31,upi,False,
TX20E0EE1CA5,C0139,A0139,CARD0139,D00211,M0036,,285.85,INR,Kolkata,2026-07-07T23:28:10,card,False,
TXB1F53E3B5C,C0047,A0047,CARD0047,D00067,M0093,,877.69,INR,Delhi,2026-07-07T23:36:50,upi,False,
TX66A0D410B5,C0225,A0225,CARD0225,D00338,M0099,,492.57,INR,Chennai,2026-07-07T23:40:28,upi,False,
TXB613A358E6,C0214,A0214,CARD0214,D00322,M0044,,1058.43,INR,Chennai,2026-07-07T23:51:38,upi,False,
TX24B353B4F9,C0118,A0118,CARD0118,D00178,M0099,,716.41,INR,Hyderabad,2026-07-07T23:55:09,netbanking,False,
TX7F081BE03F,C0157,A0157,CARD0157,D00239,M0080,,659.8,INR,Delhi,2026-07-07T23:55:17,upi,False,
TXABA8C7B27B,C0084,A0084,CARD0084,D00121,M0013,B0017,370.57,INR,Ahmedabad,2026-07-07T23:58:01,card,False,
TXF9DAB7AACF,C0002,A0002,CARD0002,D00002,M0141,,363.74,INR,Delhi,2026-07-08T00:42:55,card,False,
TX30F3D5CDB6,C0172,A0172,CARD0172,D00257,M0118,,1527.28,INR,Delhi,2026-07-08T03:05:58,netbanking,False,
TX8E32BF95C4,C0032,A0032,CARD0032,D00048,M0053,,941.22,INR,Delhi,2026-07-08T04:54:40,card,False,
TXDE55A82F1C,C0190,A0190,CARD0190,D00285,M0088,,196.88,INR,Pune,2026-07-08T05:02:30,upi,False,
TXE9593FD12D,C0050,A0050,CARD0050,D00072,M0009,,409.84,INR,Pune,2026-07-08T06:37:49,card,False,
TXC6EA80BD5D,C0080,A0080,CARD0080,D00114,M0061,,1217.72,INR,Ahmedabad,2026-07-08T07:02:47,card,False,
TX558707683C,C0072,A0072,CARD0072,D00103,M0010,,1721.37,INR,Chennai,2026-07-08T07:03:41,card,False,
TX7B6968FD1D,C0107,A0107,CARD0107,D00159,M0043,,609.73,INR,Bangalore,2026-07-08T07:09:47,upi,False,
TX8DB71DD04A,C0143,A0143,CARD0143,D00218,M0081,,252.8,INR,Delhi,2026-07-08T07:10:35,upi,False,
TXB08F31358C,C0289,A0289,CARD0289,D00433,M0026,B0098,418.46,INR,Hyderabad,2026-07-08T07:12:58,card,False,
TX6597AD763F,C0288,A0288,CARD0288,D00431,M0012,,803.26,INR,Pune,2026-07-08T07:23:08,wallet,False,
TXC65A51A277,C0019,A0019,CARD0019,D00030,M0120,B0097,429.85,INR,Mumbai,2026-07-08T07:24:55,card,False,
TXB64B0F89F3,C0172,A0172,CARD0172,D00257,M0111,,1434.41,INR,Delhi,2026-07-08T07:36:55,upi,False,
TXC65044C4A7,C0248,A0248,CARD0248,D00373,M0018,,504.43,INR,Pune,2026-07-08T07:42:30,card,False,
TXAA7D0875CA,C0081,A0081,CARD0081,D00116,M0081,,492.69,INR,Pune,2026-07-08T07:59:59,card,False,
TXE3DAA92040,C0293,A0293,CARD0293,D00439,M0021,,2402.3,INR,Chennai,2026-07-08T08:11:00,card,False,
TX1BDD77E47B,C0195,A0195,CARD0195,D00292,M0087,,792.67,INR,Kolkata,2026-07-08T08:16:27,upi,False,
TX6CE969819A,C0043,A0043,CARD0043,D00063,M0077,,383.04,INR,Ahmedabad,2026-07-08T08:26:46,card,False,
TXE7C90AEA47,C0198,A0198,CARD0198,D00295,M0121,,1024.34,INR,Chennai,2026-07-08T08:35:46,card,False,
TX74EAD5B4D1,C0058,A0058,CARD0058,D00083,M0090,,1430.17,INR,Chennai,2026-07-08T08:46:38,upi,False,
TX5D06332156,C0235,A0235,CARD0235,D00352,M0026,B0085,316.55,INR,Chennai,2026-07-08T08:58:16,card,False,
TX1F66C88896,C0152,A0152,CARD0152,D00232,M0117,,729.16,INR,Chennai,2026-07-08T09:04:52,wallet,False,
TXF2F1B50687,C0056,A0056,CARD0056,D00081,M0039,B0039,3320.26,INR,Kolkata,2026-07-08T09:07:08,card,False,
TX5C400F8842,C0162,A0162,CARD0162,D00245,M0007,B0174,234.81,INR,Pune,2026-07-08T09:09:36,upi,False,
TX0F57D75711,C0097,A0097,CARD0097,D00143,M0031,,387.3,INR,Ahmedabad,2026-07-08T09:14:47,card,False,
TXD82C266E0D,C0238,A0238,CARD0238,D00355,M0089,,1434.12,INR,Hyderabad,2026-07-08T09:15:53,card,False,
TX2A1C6723CD,C0228,A0228,CARD0228,D00345,M0012,,198.21,INR,Hyderabad,2026-07-08T09:17:34,card,False,
TX4EAB98EB3B,C0195,A0195,CARD0195,D00292,M0120,,980.23,INR,Kolkata,2026-07-08T09:19:27,netbanking,False,
TX8AC5E904E5,C0128,A0128,CARD0128,D00193,M0023,,279.84,INR,Mumbai,2026-07-08T09:22:02,upi,False,
TX3CD0B499FC,C0172,A0172,CARD0172,D00258,M0111,,914.28,INR,Delhi,2026-07-08T09:24:00,wallet,False,
TX1CB71C3C4E,C0183,A0183,CARD0183,D00274,M0097,,653.25,INR,Kolkata,2026-07-08T09:25:10,upi,False,
TX1DF36F0DB2,C0020,A0020,CARD0020,D00032,M0131,,857.32,INR,Chennai,2026-07-08T09:27:10,upi,False,
TX4F3BEF97BB,C0172,A0172,CARD0172,D00257,M0107,B0079,1841.04,INR,Delhi,2026-07-08T09:38:38,wallet,False,
TXCAA90A486F,C0138,A0138,CARD0138,D00209,M0125,,714.53,INR,Chennai,2026-07-08T09:46:39,upi,False,
TX4B0C5873E8,C0050,A0050,CARD0050,D00073,M0020,,488.66,INR,Pune,2026-07-08T09:47:42,card,False,
TX553ADEE43B,C0023,A0023,CARD0023,D00035,M0070,,694.29,INR,Delhi,2026-07-08T09:48:13,upi,False,
TX48BD1F1DBF,C0128,A0128,CARD0128,D00193,M0023,,671.89,INR,Mumbai,2026-07-08T09:52:53,card,False,
TX6338DCCBCC,C0289,A0289,CARD0289,D00433,M0118,B0037,1000.44,INR,Hyderabad,2026-07-08T09:53:13,upi,False,
TX7DD9D6BBEB,C0224,A0224,CARD0224,D00337,M0046,,518.25,INR,Kolkata,2026-07-08T09:53:17,upi,False,
TX5850F90CE9,C0228,A0228,CARD0228,D00344,M0096,B0014,696.62,INR,Hyderabad,2026-07-08T09:53:41,upi,False,
TX8F55EC3E5D,C0200,A0200,CARD0200,D00297,M0136,,988.36,INR,Delhi,2026-07-08T09:53:53,card,False,
TXF252A6EC92,C0057,A0057,CARD0057,D00082,M0148,,567.22,INR,Delhi,2026-07-08T10:02:56,card,False,
TX56F5F1FCD1,C0164,A0164,CARD0164,D00247,M0110,,529.73,INR,Bangalore,2026-07-08T10:10:10,card,False,
TXD1F0E14F0A,C0130,A0130,CARD0130,D00195,M0068,,584.15,INR,Ahmedabad,2026-07-08T10:22:54,card,False,
TX3F00C1781A,C0107,A0107,CARD0107,D00159,M0102,,511.76,INR,Bangalore,2026-07-08T10:23:23,upi,False,
TX020FF10347,C0128,A0128,CARD0128,D00193,M0138,,320.16,INR,Mumbai,2026-07-08T10:41:17,card,False,
TX8C43A7D5CD,C0195,A0195,CARD0195,D00292,M0067,,645.63,INR,Kolkata,2026-07-08T10:45:12,card,False,
TX6AC9FAB957,C0042,A0042,CARD0042,D00061,M0040,,474.16,INR,Mumbai,2026-07-08T10:45:31,upi,False,
TX772184A4A5,C0080,A0080,CARD0080,D00115,M0077,,1135.48,INR,Ahmedabad,2026-07-08T10:50:00,upi,False,
TX790F402183,C0290,A0290,CARD0290,D00434,M0125,B0090,648.36,INR,Kolkata,2026-07-08T11:03:44,card,False,
TX8DCD12CD1D,C0152,A0152,CARD0152,D00232,M0122,,654.55,INR,Chennai,2026-07-08T11:19:51,upi,False,
TX7D089E2C96,C0090,A0090,CARD0090,D00133,M0037,B0092,660.06,INR,Mumbai,2026-07-08T11:49:04,upi,False,
TXA6D32AB4D3,C0085,A0085,CARD0085,D00123,M0029,,1839.65,INR,Delhi,2026-07-08T11:58:55,card,False,
TX4C972DCAC5,C0264,A0264,CARD0264,D00396,M0129,,253.59,INR,Mumbai,2026-07-08T12:04:52,card,False,
TX2D0A1D3F3D,C0227,A0227,CARD0227,D00341,M0065,,1726.29,INR,Hyderabad,2026-07-08T12:05:21,upi,False,
TX73B2962736,C0261,A0261,CARD0261,D00392,M0128,,208.54,INR,Delhi,2026-07-08T12:15:27,upi,False,
TX963778BBB5,C0234,A0234,CARD0234,D00351,M0074,,1519.73,INR,Delhi,2026-07-08T12:16:41,card,False,
TXEE154FC887,C0214,A0214,CARD0214,D00322,M0100,B0078,1355.77,INR,Chennai,2026-07-08T12:23:21,upi,False,
TX2E20A5E5DE,C0069,A0069,CARD0069,D00098,M0112,,711.57,INR,Kolkata,2026-07-08T12:28:08,upi,False,
TX7A0B406FBF,C0201,A0201,CARD0201,D00299,M0069,,2684.22,INR,Bangalore,2026-07-08T12:36:59,wallet,False,
TX6B74E254CF,C0040,A0040,CARD0040,D00058,M0119,,141.4,INR,Kolkata,2026-07-08T12:39:00,card,False,
TX367297DCB8,C0054,A0054,CARD0054,D00078,M0134,,267.6,INR,Bangalore,2026-07-08T12:43:22,card,False,
TX7A0C521362,C0108,A0108,CARD0108,D00160,M0011,,1409.49,INR,Delhi,2026-07-08T12:47:37,upi,False,
TXCBEA03F8CE,C0223,A0223,CARD0223,D00336,M0064,,306.5,INR,Delhi,2026-07-08T12:51:08,netbanking,False,
TX4DCE36F172,C0062,A0062,CARD0062,D00088,M0016,,2163.83,INR,Mumbai,2026-07-08T12:54:21,upi,False,
TX9AE3BCD0E1,C0122,A0122,CARD0122,D00185,M0115,,125.44,INR,Bangalore,2026-07-08T12:56:30,card,False,
TXE9E40D0BE7,C0243,A0243,CARD0243,D00365,M0148,,5247.14,INR,Hyderabad,2026-07-08T12:58:33,upi,False,
TX5117177DDE,C0111,A0111,CARD0111,D00165,M0129,,349.8,INR,Hyderabad,2026-07-08T12:58:59,card,False,
TXDDFFD01132,C0041,A0041,CARD0041,D00060,M0011,,2942.53,INR,Hyderabad,2026-07-08T13:01:13,card,False,
TX09FA746D47,C0145,A0145,CARD0145,D00221,M0086,,467.18,INR,Mumbai,2026-07-08T13:05:14,upi,False,
TXE4F2174BDB,C0223,A0223,CARD0223,D00336,M0094,B0050,165.46,INR,Delhi,2026-07-08T13:18:16,card,False,
TX3D96E9A23D,C0110,A0110,CARD0110,D00163,M0025,B0150,600.48,INR,Pune,2026-07-08T13:26:46,wallet,False,
TXF1C10B01A2,C0054,A0054,CARD0054,D00079,M0072,,618.72,INR,Bangalore,2026-07-08T13:27:56,netbanking,False,
TX2FD2835385,C0198,A0198,CARD0198,D00295,M0064,,640.62,INR,Chennai,2026-07-08T13:30:22,upi,False,
TXCF3CF92293,C0264,A0264,CARD0264,D00396,M0059,,367.29,INR,Mumbai,2026-07-08T13:31:53,netbanking,False,
TXAA4D315788,C0022,A0022,CARD0022,D00034,M0009,,560.51,INR,Mumbai,2026-07-08T13:32:10,wallet,False,
