customer_id,spending_band,typical_amount,amount_std,preferred_merchant_ids,preferred_categories,typical_device_ids,typical_location,hour_profile,typical_hour_start,typical_hour_end,txns_per_week
C0235,low,454.04,158.91,"[""M0131"", ""M0106"", ""M0147"", ""M0026""]","[""Utilities"", ""Fashion"", ""Healthcare""]","[""D00352""]",Chennai,morning_person,7,11,5.9
C0236,medium,1412.1,494.23,"[""M0015"", ""M0105"", ""M0101""]","[""Fashion"", ""Travel""]","[""D00353""]",Chennai,evening_shopper,18,22,10.7
C0237,low,690.88,241.81,"[""M0091"", ""M0013"", ""M0076"", ""M0073"", ""M0030""]","[""Fashion"", ""Grocery"", ""Healthcare"", ""E-commerce""]","[""D00354""]",Chennai,night_owl,21,24,1.3
C0238,medium,1728.49,604.97,"[""M0037"", ""M0140"", ""M0089"", ""M0129""]","[""Utilities"", ""Electronics""]","[""D00355"", ""D00356""]",Hyderabad,morning_person,7,11,2.7
C0239,medium,1062.14,371.75,"[""M0105"", ""M0116"", ""M0074"", ""M0123"", ""M0085""]","[""Fashion"", ""Food Delivery""]","[""D00357"", ""D00358"", ""D00359""]",Mumbai,evening_shopper,18,22,3.3
C0240,medium,1552.27,543.29,"[""M0003"", ""M0120""]","[""Entertainment"", ""Electronics""]","[""D00360"", ""D00361"", ""D00362""]",Mumbai,night_owl,21,24,3.4
C0241,low,489.2,171.22,"[""M0134"", ""M0066"", ""M0034""]","[""Travel"", ""Fuel""]","[""D00363""]",Bangalore,morning_person,7,11,3.0
C0242,low,516.21,180.67,"[""M0044"", ""M0039"", ""M0025"", ""M0030"", ""M0053"", ""M0016"", ""M0093"", ""M0091"", ""M0004""]","[""Food Delivery"", ""E-commerce"", ""Fashion"", ""Grocery""]","[""D00364""]",Ahmedabad,night_owl,21,24,3.2
C0243,high,4175.43,1461.4,"[""M0075"", ""M0015"", ""M0148"", ""M0037""]","[""Travel"", ""Fashion"", ""Electronics"", ""Utilities""]","[""D00365"", ""D00366""]",Hyderabad,lunch_shopper,12,15,8.4
C0244,medium,666.6,233.31,"[""M0012"", ""M0123"", ""M0037"", ""M0032""]","[""Electronics"", ""Food Delivery"", ""Utilities""]","[""D00367""]",Hyderabad,evening_shopper,18,22,7.7
C0245,low,264.54,92.59,"[""M0053"", ""M0058"", ""M0006"", ""M0095"", ""M0052"", ""M0110""]","[""E-commerce"", ""Entertainment"", ""Grocery""]","[""D00368"", ""D00369""]",Hyderabad,lunch_shopper,12,15,4.1
C0246,medium,1371.35,479.97,"[""M0122"", ""M0078"", ""M0040"", ""M0097"", ""M0055"", ""M0052""]","[""Food Delivery"", ""Healthcare"", ""Entertainment""]","[""D00370""]",Bangalore,night_owl,21,24,0.9
C0247,low,390.2,136.57,"[""M0132"", ""M0095"", ""M0011"", ""M0089"", ""M0145""]","[""Grocery"", ""Entertainment"", ""Utilities""]","[""D00371""]",Hyderabad,evening_shopper,18,22,2.5
C0248,low,482.57,168.9,"[""M0034"", ""M0027"", ""M0088"", ""M0049"", ""M0011"", ""M0050""]","[""Fuel"", ""Travel"", ""Utilities""]","[""D00372"", ""D00373""]",Ahmedabad,morning_person,7,11,6.4
C0249,medium,2167.8,758.73,"[""M0060"", ""M0082"", ""M0091""]","[""Travel"", ""Fuel"", ""Fashion""]","[""D00374""]",Hyderabad,morning_person,7,11,1.8
C0250,medium,1189.76,416.42,"[""M0045"", ""M0049"", ""M0109"", ""M0110"", ""M0004""]","[""Utilities"", ""Grocery""]","[""D00375"", ""D00376""]",Chennai,evening_shopper,18,22,2.2
C0251,high,5691.97,1992.19,"[""M0010"", ""M0055"", ""M0018"", ""M0040"", ""M0046"", ""M0036"", ""M0108""]","[""Entertainment"", ""Fashion"", ""Healthcare"", ""Food Delivery""]","[""D00377"", ""D00378""]",Hyderabad,night_owl,21,24,2.5
C0252,low,460.0,161.0,"[""M0105"", ""M0002"", ""M0071"", ""M0026"", ""M0021"", ""M0076""]","[""Fashion"", ""Entertainment"", ""Fuel"", ""Healthcare""]","[""D00379""]",Mumbai,evening_shopper,18,22,5.5
C0253,medium,1691.34,591.97,"[""M0109"", ""M0056"", ""M0135"", ""M0124"", ""M0082""]","[""Grocery"", ""Electronics"", ""Fuel""]","[""D00380""]",Ahmedabad,night_owl,21,24,9.6
C0254,low,364.26,127.49,"[""M0075"", ""M0034"", ""M0111""]","[""Travel"", ""Fuel""]","[""D00381""]",Pune,evening_shopper,18,22,5.1
C0255,low,449.05,157.17,"[""M0030"", ""M0084"", ""M0064"", ""M0143"", ""M0106"", ""M0094""]","[""E-commerce"", ""Grocery"", ""Utilities"", ""Electronics""]","[""D00382""]",Hyderabad,morning_person,7,11,0.6
C0256,low,836.65,292.83,"[""M0002"", ""M0020"", ""M0048"", ""M0005"", ""M0051"", ""M0034""]","[""Entertainment"", ""Electronics"", ""Fuel""]","[""D00383"", ""D00384""]",Mumbai,morning_person,7,11,2.2
C0257,medium,2027.79,709.73,"[""M0113"", ""M0063"", ""M0150"", ""M0043"", ""M0042""]","[""Grocery"", ""Healthcare""]","[""D00385""]",Delhi,night_owl,21,24,8.0
C0258,low,291.22,101.93,"[""M0032"", ""M0014"", ""M0015"", ""M0105"", ""M0003"", ""M0114""]","[""Utilities"", ""Fashion"", ""Entertainment""]","[""D00386"", ""D00387""]",Ahmedabad,evening_shopper,18,22,1.0
C0259,low,834.17,291.96,"[""M0086"", ""M0114"", ""M0135"", ""M0007"", ""M0075"", ""M0101""]","[""Entertainment"", ""Electronics"", ""Travel""]","[""D00388""]",Kolkata,lunch_shopper,12,15,2.1
C0260,low,659.54,230.84,"[""M0147"", ""M0091"", ""M0093"", ""M0049"", ""M0035"", ""M0112""]","[""Fashion"", ""Utilities"", ""Grocery""]","[""D00389"", ""D00390""]",Pune,night_owl,21,24,3.3
C0261,low,441.83,154.64,"[""M0128"", ""M0069"", ""M0150"", ""M0127"", ""M0092"", ""M0007""]","[""E-commerce"", ""Grocery"", ""Electronics""]","[""D00391"", ""D00392""]",Mumbai,lunch_shopper,12,15,3.2
C0262,low,940.65,329.23,"[""M0138"", ""M0118"", ""M0068"", ""M0097"", ""M0032"", ""M0140""]","[""Electronics"", ""Healthcare"", ""Utilities""]","[""D00393"", ""D00394""]",Delhi,night_owl,21,24,5.4
C0263,low,518.67,181.53,"[""M0034"", ""M0055"", ""M0020"", ""M0041""]","[""Fuel"", ""Entertainment"", ""Healthcare""]","[""D00395""]",Bangalore,morning_person,7,11,2.9
C0264,low,334.78,117.17,"[""M0118"", ""M0138"", ""M0129"", ""M0126"", ""M0059"", ""M0113"", ""M0133"", ""M0127""]","[""Electronics"", ""Utilities"", ""Fuel"", ""Grocery""]","[""D00396""]",Mumbai,lunch_shopper,12,15,3.6
C0265,low,522.57,182.9,"[""M0143"", ""M0132"", ""M0056"", ""M0084""]","[""Grocery"", ""E-commerce""]","[""D00397""]",Ahmedabad,night_owl,21,24,1.4
C0266,low,899.35,314.77,"[""M0016"", ""M0032"", ""M0141""]","[""Fashion"", ""Utilities""]","[""D00398"", ""D00399""]",Hyderabad,night_owl,21,24,5.6
C0267,medium,1598.48,559.47,"[""M0003"", ""M0108"", ""M0080"", ""M0051"", ""M0034"", ""M0067"", ""M0008"", ""M0099""]","[""Entertainment"", ""Food Delivery"", ""Fuel"", ""Healthcare""]","[""D00400""]",Hyderabad,night_owl,21,24,6.6
C0268,low,364.63,127.62,"[""M0086"", ""M0138""]","[""Entertainment"", ""Electronics""]","[""D00401"", ""D00402""]",Mumbai,evening_shopper,18,22,4.8
C0269,medium,852.13,298.25,"[""M0127"", ""M0143"", ""M0150"", ""M0044"", ""M0089"", ""M0037""]","[""Grocery"", ""Food Delivery"", ""Utilities""]","[""D00403""]",Delhi,night_owl,21,24,1.0
C0270,low,443.9,155.36,"[""M0107"", ""M0015"", ""M0128"", ""M0084"", ""M0041"", ""M0115""]","[""Fashion"", ""E-commerce"", ""Healthcare""]","[""D00404""]",Delhi,night_owl,21,24,3.9
C0271,medium,1232.19,431.27,"[""M0120"", ""M0138"", ""M0094"", ""M0119"", ""M0018"", ""M0055"", ""M0043""]","[""Electronics"", ""Fashion"", ""Entertainment"", ""Healthcare""]","[""D00405""]",Bangalore,night_owl,21,24,0.9
C0272,medium,2213.64,774.77,"[""M0028"", ""M0146"", ""M0101"", ""M0060"", ""M0086"", ""M0002"", ""M0010""]","[""E-commerce"", ""Travel"", ""Entertainment""]","[""D00406"", ""D00407"", ""D00408""]",Hyderabad,lunch_shopper,12,15,1.5
C0273,medium,1113.41,389.69,"[""M0058"", ""M0107""]","[""E-commerce"", ""Fashion""]","[""D00409""]",Hyderabad,lunch_shopper,12,15,15.8
C0274,low,507.04,177.46,"[""M0031"", ""M0079"", ""M0075"", ""M0150"", ""M0117"", ""M0148""]","[""Travel"", ""Grocery"", ""Electronics""]","[""D00410""]",Hyderabad,night_owl,21,24,3.8
C0275,low,414.6,145.11,"[""M0111"", ""M0005"", ""M0034"", ""M0052"", ""M0044""]","[""Fuel"", ""Entertainment"", ""Food Delivery""]","[""D00411""]",Ahmedabad,lunch_shopper,12,15,3.7
C0276,high,2960.56,1036.2,"[""M0142"", ""M0015"", ""M0011"", ""M0106"", ""M0037"", ""M0044"", ""M0122"", ""M0036"", ""M0034""]","[""Fashion"", ""Utilities"", ""Food Delivery"", ""Fuel""]","[""D00412"", ""D00413""]",Pune,evening_shopper,18,22,6.6
C0277,low,487.6,170.66,"[""M0085"", ""M0054"", ""M0117"", ""M0146"", ""M0101"", ""M0021"", ""M0008"", ""M0076""]","[""Food Delivery"", ""Grocery"", ""Travel"", ""Healthcare""]","[""D00414""]",Chennai,evening_shopper,18,22,10.3
C0278,low,308.78,108.07,"[""M0106"", ""M0074"", ""M0088"", ""M0081"", ""M0082"", ""M0111""]","[""Utilities"", ""Food Delivery"", ""Travel"", ""Fuel""]","[""D00415""]",Mumbai,evening_shopper,18,22,2.4
C0279,medium,1789.56,626.35,"[""M0057"", ""M0015"", ""M0058"", ""M0028"", ""M0128"", ""M0112"", ""M0150"", ""M0001"", ""M0071"", ""M0111""]","[""Fashion"", ""E-commerce"", ""Grocery"", ""Fuel""]","[""D00416""]",Pune,lunch_shopper,12,15,6.5
C0280,low,290.37,101.63,"[""M0142"", ""M0093"", ""M0146"", ""M0041"", ""M0066""]","[""Fashion"", ""Travel"", ""Healthcare"", ""Fuel""]","[""D00417"", ""D00418""]",Hyderabad,lunch_shopper,12,15,7.2
C0281,low,481.87,168.65,"[""M0079"", ""M0017"", ""M0102"", ""M0059"", ""M0051"", ""M0041"", ""M0078""]","[""Travel"", ""Entertainment"", ""Fuel"", ""Healthcare""]","[""D00419"", ""D00420""]",Bangalore,evening_shopper,18,22,5.2
C0282,medium,2037.28,713.05,"[""M0078"", ""M0115"", ""M0099"", ""M0058""]","[""Healthcare"", ""E-commerce""]","[""D00421"", ""D00422""]",Ahmedabad,lunch_shopper,12,15,3.7
C0283,low,582.85,204.0,"[""M0056"", ""M0079"", ""M0080"", ""M0122"", ""M0057"", ""M0105""]","[""Grocery"", ""Travel"", ""Food Delivery"", ""Fashion""]","[""D00423""]",Kolkata,lunch_shopper,12,15,7.0
C0284,medium,1291.91,452.17,"[""M0001"", ""M0124"", ""M0066"", ""M0017"", ""M0010"", ""M0045"", ""M0106"", ""M0032""]","[""Fuel"", ""Entertainment"", ""Utilities""]","[""D00424""]",Mumbai,lunch_shopper,12,15,5.2
C0285,low,560.53,196.19,"[""M0004"", ""M0013"", ""M0047"", ""M0083"", ""M0011"", ""M0146"", ""M0079"", ""M0015""]","[""Grocery"", ""Utilities"", ""Travel"", ""Fashion""]","[""D00425""]",Chennai,lunch_shopper,12,15,3.9
C0286,low,629.89,220.46,"[""M0108"", ""M0122"", ""M0010"", ""M0003"", ""M0065""]","[""Food Delivery"", ""Entertainment"", ""Electronics""]","[""D00426"", ""D00427"", ""D00428""]",Bangalore,evening_shopper,18,22,3.7
C0287,low,356.27,124.69,"[""M0037"", ""M0077"", ""M0106"", ""M0079"", ""M0075"", ""M0001"", ""M0029"", ""M0057""]","[""Utilities"", ""Travel"", ""Fuel"", ""Fashion""]","[""D00429"", ""D00430""]",Ahmedabad,lunch_shopper,12,15,6.9
C0288,low,691.4,241.99,"[""M0031"", ""M0101"", ""M0088"", ""M0114"", ""M0072"", ""M0007"", ""M0129"", ""M0149"", ""M0035"", ""M0140"", ""M0011""]","[""Travel"", ""Entertainment"", ""Electronics"", ""Utilities""]","[""D00431"", ""D00432""]",Pune,morning_person,7,11,3.1
C0289,low,652.94,228.53,"[""M0041"", ""M0068"", ""M0026"", ""M0004"", ""M0118"", ""M0130""]","[""Healthcare"", ""Grocery"", ""Electronics""]","[""D00433""]",Hyderabad,morning_person,7,11,2.2
C0290,medium,971.12,339.89,"[""M0125"", ""M0086"", ""M0003"", ""M0020"", ""M0033""]","[""Utilities"", ""Entertainment"", ""Grocery""]","[""D00434"", ""D00435"", ""D00436""]",Kolkata,night_owl,21,24,4.8
C0291,low,526.7,184.34,"[""M0074"", ""M0101"", ""M0081"", ""M0060""]","[""Food Delivery"", ""Travel""]","[""D00437""]",Pune,morning_person,7,11,2.2
C0292,low,455.63,159.47,"[""M0008"", ""M0082""]","[""Healthcare"", ""Fuel""]","[""D00438""]",Ahmedabad,morning_person,7,11,3.7
C0293,medium,2284.94,799.73,"[""M0021"", ""M0099"", ""M0115"", ""M0095"", ""M0017"", ""M0065"", ""M0149"", ""M0013"", ""M0033""]","[""Healthcare"", ""Entertainment"", ""Electronics"", ""Grocery""]","[""D00439""]",Chennai,lunch_shopper,12,15,3.9
C0294,high,6376.21,2231.67,"[""M0005"", ""M0124"", ""M0001"", ""M0037"", ""M0063"", ""M0109"", ""M0110""]","[""Fuel"", ""Utilities"", ""Grocery""]","[""D00440""]",Ahmedabad,night_owl,21,24,4.1
C0295,medium,1517.3,531.05,"[""M0012"", ""M0059"", ""M0066"", ""M0101"", ""M0134""]","[""Electronics"", ""Fuel"", ""Travel""]","[""D00441""]",Hyderabad,night_owl,21,24,6.9
C0296,medium,2136.56,747.8,"[""M0135"", ""M0007"", ""M0019"", ""M0052""]","[""Electronics"", ""Entertainment""]","[""D00442"", ""D00443""]",Ahmedabad,night_owl,21,24,1.9
C0297,medium,2950.32,1032.61,"[""M0078"", ""M0008"", ""M0102"", ""M0010"", ""M0055"", ""M0033"", ""M0113"", ""M0014"", ""M0032""]","[""Healthcare"", ""Entertainment"", ""Grocery"", ""Utilities""]","[""D00444""]",Mumbai,evening_shopper,18,22,2.5
C0298,medium,893.77,312.82,"[""M0088"", ""M0060"", ""M0079"", ""M0090"", ""M0139"", ""M0107""]","[""Travel"", ""Fashion""]","[""D00445"", ""D00446""]",Delhi,night_owl,21,24,0.5
C0299,low,434.39,152.04,"[""M0125"", ""M0128"", ""M0058"", ""M0060"", ""M0051"", ""M0029""]","[""Utilities"", ""E-commerce"", ""Travel"", ""Fuel""]","[""D00447""]",Pune,evening_shopper,18,22,2.7
C0300,high,3634.28,1272.0,"[""M0101"", ""M0146"", ""M0134"", ""M0018""]","[""Travel"", ""Fashion""]","[""D00448""]",Delhi,night_owl,21,24,1.3
